Daily,AUDJPY,AUDUSD,EURGBP,EURUSD,GBPJPY,GBPUSD,USDCAD,USDCHF,USDJPY,Oil,NatGas,Copper,Gold,Soy,Corn
2/5/2016,82.67,0.7071,0.7694,1.1159,169.53,1.4503,1.3915,0.991,116.9,30.89,2.063,2.1,1157.8,867.38,365.62
2/4/2016,84.08,0.7201,0.7682,1.1208,170.37,1.4589,1.3753,0.9933,116.77,31.72,1.972,2.128,1157.6,874.25,368.62
2/3/2016,84.51,0.7168,0.7603,1.1104,172.17,1.4604,1.3781,1.0042,117.92,32.28,2.038,2.092,1141.3,877.12,370.88
2/2/2016,84.44,0.7039,0.7577,1.0919,172.88,1.441,1.4053,1.0186,119.97,29.88,2.025,2.052,1127.3,886.38,372.62
2/1/2016,86.05,0.7114,0.7544,1.0889,174.62,1.4433,1.3947,1.0198,120.98,31.62,2.152,2.051,1127.9,880.88,371.62
1/29/2016,85.76,0.7085,0.7606,1.0837,172.47,1.4247,1.3973,1.0232,121.06,33.62,2.298,2.064,1116.4,882.38,371.88
1/28/2016,84.19,0.7085,0.7617,1.0939,170.66,1.4362,1.4029,1.0136,118.83,33.22,2.182,2.049,1115.6,867.88,365.12
1/27/2016,83.38,0.7026,0.7653,1.0893,168.92,1.4233,1.4093,1.0151,118.67,32.3,2.189,2.063,1116.1,883.38,369.12
1/26/2016,82.95,0.7005,0.7575,1.0872,169.97,1.4352,1.4116,1.017,118.42,31.45,2.18,2.034,1121.7,876.13,368.88
1/25/2016,82.28,0.6955,0.7613,1.0849,168.56,1.4249,1.4291,1.0128,118.3,30.34,2.158,1.996,1106.2,880.38,369.62
1/22/2016,83.18,0.7003,0.7569,1.0797,169.45,1.4265,1.4117,1.0161,118.78,32.19,2.139,1.998,1097.2,876.38,370.12
1/21/2016,82.38,0.6998,0.7647,1.0874,167.4,1.4218,1.4263,1.0074,117.7,29.53,2.138,1.993,1099.1,878.88,366.38
1/20/2016,80.78,0.6907,0.7675,1.0891,165.94,1.4191,1.4505,1.0046,116.94,26.55,2.118,1.956,1107.1,874.38,369.12
1/19/2016,81.26,0.6907,0.7707,1.0909,166.51,1.4158,1.4579,1.0034,117.64,28.46,2.091,1.974,1089.9,883.63,367.62
1/18/2016,80.56,0.6865,0.7648,1.0893,167.13,1.4244,1.4564,1.0053,117.34,30.02,2.105,1.964,1088.5,878.38,363.25
1/15/2016,80.42,0.6869,0.7657,1.0917,166.91,1.4258,1.454,1.0025,117.06,29.42,2.1,1.94,1091.5,878.38,363.12
1/14/2016,82.46,0.6985,0.7539,1.0865,170.16,1.4414,1.4366,1.0051,118.05,31.2,2.139,1.971,1073.9,882.88,357.88
1/13/2016,81.86,0.6956,0.755,1.0877,169.55,1.4407,1.4341,1.0062,117.69,30.48,2.269,1.95,1087.5,879.88,358.12
1/12/2016,82.19,0.6986,0.7515,1.0857,169.97,1.4444,1.4263,1.0022,117.64,30.44,2.257,1.953,1085.6,874.62,355.62
1/11/2016,82.36,0.6996,0.7468,1.086,171.21,1.4544,1.4216,1.002,117.77,31.41,2.396,1.968,1096.5,861.12,351.88
1/8/2016,81.67,0.6953,0.7529,1.0932,170.54,1.452,1.417,0.9951,117.45,33.16,2.472,2.017,1097.8,865.38,357.12
1/7/2016,82.51,0.7012,0.7481,1.0936,172.02,1.4618,1.4116,0.9934,117.68,33.27,2.382,2.015,1107.7,864.38,352.88
1/6/2016,83.78,0.7072,0.737,1.0781,173.29,1.4627,1.4073,1.0075,118.47,33.97,2.267,2.08,1091.9,864.62,353.12
1/5/2016,85.25,0.7161,0.7324,1.0748,174.72,1.4672,1.3997,1.0086,119.06,35.97,2.325,2.088,1078.4,857.12,353.38
1/4/2016,85.9,0.7191,0.736,1.0832,175.79,1.4717,1.3953,1.0022,119.44,36.76,2.334,2.071,1075.1,856.12,352.12
1/1/2016,87.82,0.7298,0.7364,1.086,177.46,1.4748,1.3849,1.0015,120.33,37.04,2.337,2.126,1060.3,863.63,358.12
12/31/2015,87.59,0.728,0.7369,1.086,177.34,1.4739,1.3841,1.0021,120.32,37.04,2.337,2.126,1060.3,863.63,358.12
12/30/2015,87.81,0.7287,0.7379,1.0933,178.56,1.4816,1.3879,0.9888,120.52,36.6,2.214,2.137,1060.1,869.62,358.88
12/29/2015,87.89,0.7297,0.7371,1.0917,178.43,1.4812,1.3842,0.9931,120.47,37.87,2.372,2.125,1077.5,865.38,362.88
12/28/2015,87.28,0.7249,0.7372,1.0968,179.13,1.4877,1.3905,0.9882,120.41,36.81,2.228,2.067,1070.5,862.38,361.12
12/25/2015,87.23,0.7244,0.7351,1.0977,179.83,1.4933,1.3822,0.9876,120.42,38.1,2.029,2.111,1077.2,876.75,364.62
12/24/2015,87.67,0.7279,0.7355,1.0973,179.62,1.4917,1.3818,0.9866,120.44,38.1,2.029,2.111,1077.2,876.75,364.62
12/23/2015,87.47,0.7232,0.7336,1.091,179.85,1.4872,1.3846,0.9908,120.93,37.5,1.983,2.111,1069.4,881.62,365.12
12/22/2015,87.62,0.7237,0.7389,1.0955,179.49,1.4825,1.392,0.9867,121.08,36.14,1.888,2.097,1074.8,885.38,366.12
12/21/2015,87.13,0.719,0.7332,1.0915,180.39,1.4885,1.3959,0.9923,121.19,34.74,1.911,2.129,1081.9,890.88,372.38
12/18/2015,86.94,0.7172,0.7297,1.0868,180.55,1.4894,1.3955,0.993,121.22,34.73,1.767,2.103,1066.2,891.63,374.88
12/17/2015,87.36,0.7128,0.7266,1.0825,182.62,1.4901,1.3937,0.9952,122.56,34.95,1.755,2.034,1050.8,877.12,374.12
12/16/2015,88.39,0.7233,0.7273,1.0913,183.37,1.5004,1.378,0.99,122.22,35.52,1.79,2.061,1078,863.12,370.62
12/15/2015,87.52,0.7192,0.7266,1.0928,183,1.5035,1.373,0.9913,121.68,37.35,1.822,2.051,1062.9,866.63,377.62
12/14/2015,87.7,0.7245,0.7259,1.0992,183.26,1.5142,1.3734,0.9853,121.03,36.31,1.894,2.104,1064.7,874.62,379.12
12/11/2015,86.89,0.7188,0.7221,1.099,183.93,1.5217,1.3756,0.9834,120.86,35.62,1.99,2.108,1076.9,870.88,376.12
12/10/2015,88.55,0.7281,0.7217,1.094,184.34,1.5159,1.3624,0.9876,121.6,36.76,2.015,2.065,1073.1,878.38,379.38
12/9/2015,87.79,0.7229,0.7263,1.1025,184.35,1.5181,1.3577,0.9832,121.44,37.16,2.062,2.06,1077.6,876.38,374.12
12/8/2015,88.71,0.7216,0.7258,1.0894,184.5,1.5008,1.3584,0.992,122.92,37.51,2.07,2.048,1076.3,876.38,373.12
12/7/2015,89.67,0.7268,0.7198,1.0836,185.72,1.5053,1.3495,1.0002,123.38,37.65,2.067,2.045,1076.4,882.62,373.12
12/4/2015,90.43,0.7341,0.7204,1.0886,186.15,1.5112,1.3362,0.9969,123.17,39.97,2.186,2.074,1084.5,906.38,381.12
12/3/2015,90,0.734,0.7222,1.0941,185.69,1.5146,1.3357,0.9934,122.61,41.08,2.181,2.056,1061.7,896.62,376.12
12/2/2015,90.08,0.7309,0.7099,1.0615,184.27,1.4951,1.3343,1.0184,123.25,39.94,2.165,2.029,1054.2,892.38,370.12
12/1/2015,89.99,0.7324,0.7049,1.0632,185.3,1.5081,1.3357,1.0259,122.87,41.85,2.231,2.067,1063.8,889.25,374.12
11/30/2015,88.98,0.7228,0.7016,1.0564,185.34,1.5056,1.3362,1.0287,123.1,41.65,2.235,2.045,1065.8,881.62,372.38
11/27/2015,88.38,0.7195,0.7045,1.0593,184.73,1.5037,1.3372,1.0308,122.84,41.71,2.212,2.05,1056.2,873.88,367.38
11/26/2015,88.6,0.7227,0.7025,1.0611,185.2,1.5102,1.3293,1.0237,122.62,42.59,2.243,2.086,1070.8,875.38,372.12
11/25/2015,89,0.7251,0.7025,1.0627,185.65,1.5128,1.3286,1.0219,122.72,43.04,2.206,2.045,1070.5,875.38,372.12
11/24/2015,88.92,0.7257,0.7054,1.0641,184.87,1.5087,1.3303,1.0168,122.53,42.87,2.2,2.054,1074.3,863.12,369.62
11/23/2015,88.38,0.7195,0.7033,1.0636,185.8,1.5125,1.3364,1.0185,122.84,41.75,2.21,2.019,1066.8,864.13,372.88
11/20/2015,89,0.724,0.7008,1.0646,186.72,1.5192,1.3343,1.0187,122.91,40.39,2.145,2.054,1076.4,858.13,363.38
11/19/2015,88.39,0.7195,0.702,1.0734,187.87,1.529,1.3282,1.0128,122.86,40.54,2.276,2.076,1078,860.12,364.38
11/18/2015,87.91,0.711,0.6996,1.0659,188.38,1.5237,1.3299,1.0199,123.64,40.75,2.347,2.078,1068.8,858.13,361.88
11/17/2015,87.8,0.7111,0.6996,1.0644,187.82,1.5214,1.3319,1.0142,123.45,40.67,2.371,2.106,1068.7,863.63,362.12
11/16/2015,87.41,0.7097,0.7031,1.0687,187.21,1.5199,1.3331,1.0092,123.17,41.74,2.385,2.118,1083.7,859.12,359.88
11/13/2015,87.47,0.7131,0.7076,1.0779,186.83,1.5233,1.3323,1.0067,122.64,40.74,2.361,2.17,1080.8,855.63,358.12
11/12/2015,87.38,0.7127,0.7102,1.0817,186.75,1.5231,1.3292,1.0002,122.61,41.75,2.26,2.173,1080.8,862.88,361.62
11/11/2015,86.73,0.706,0.7063,1.0744,186.88,1.5212,1.3261,1.0049,122.84,42.93,2.263,2.216,1084.7,861.38,362.38
11/10/2015,86.6,0.7031,0.7094,1.0723,186.19,1.5117,1.3276,1.0061,123.14,44.21,2.32,2.216,1088.2,856.12,359.12
11/9/2015,86.81,0.7046,0.7112,1.0752,186.2,1.5115,1.3285,1.003,123.19,43.87,2.3,2.23,1087.9,866.12,367.12
11/6/2015,86.81,0.7048,0.7137,1.0741,185.35,1.505,1.3307,1.0069,123.16,44.29,2.371,2.241,1087.6,867.12,372.38
11/5/2015,86.97,0.7144,0.7157,1.0883,185.13,1.5206,1.3167,0.9952,121.75,45.2,2.364,2.253,1104.4,864.88,374.12
11/4/2015,86.89,0.7148,0.7062,1.0862,187.04,1.5383,1.3147,0.9929,121.56,46.32,2.262,2.32,1106.5,884.63,380.38
11/3/2015,87,0.7187,0.7111,1.0967,186.72,1.5421,1.306,0.9911,121.06,47.9,2.253,2.327,1114.2,878.88,380.12
11/2/2015,86.3,0.7146,0.7147,1.1015,186.16,1.5416,1.3095,0.9869,120.75,46.14,2.256,2.316,1135.8,878.62,376.38
10/30/2015,86.12,0.7139,0.7133,1.1005,186.12,1.5429,1.3078,0.988,120.62,46.59,2.321,2.313,1141.5,885.12,382.12
10/29/2015,85.65,0.7071,0.7169,1.0977,185.46,1.5311,1.3172,0.9894,121.13,46.06,2.257,2.316,1147.2,880.12,379.88
10/28/2015,86.17,0.7116,0.7156,1.092,184.81,1.5261,1.3192,0.9937,121.09,45.94,2.033,2.354,1177.1,883.38,375.88
10/27/2015,86.64,0.7192,0.7223,1.1049,184.27,1.5296,1.3267,0.9859,120.46,43.2,2.092,2.358,1166.8,891.12,379.62
10/26/2015,87.78,0.7249,0.7203,1.1057,185.88,1.535,1.3153,0.9836,121.09,43.98,2.062,2.357,1167,884.63,384.62
10/23/2015,87.64,0.7215,0.7195,1.1018,186.01,1.5314,1.3164,0.9787,121.47,44.6,2.286,2.35,1163.3,895.12,379.88
10/22/2015,86.98,0.7208,0.7215,1.1106,185.79,1.5394,1.3089,0.9732,120.69,45.38,2.386,2.385,1166.6,898.62,378.12
10/21/2015,86.5,0.7211,0.7353,1.1339,184.96,1.5419,1.3139,0.9597,119.95,45.2,2.404,2.364,1167.6,904.88,380.88
10/20/2015,87.01,0.726,0.7349,1.1345,185.04,1.5441,1.2978,0.9561,119.84,45.55,2.476,2.369,1178,895.88,376.88
10/19/2015,86.64,0.7251,0.7324,1.1327,184.75,1.5466,1.3019,0.9567,119.5,45.89,2.442,2.372,1173.3,890.88,372.62
10/16/2015,86.73,0.7261,0.7351,1.1346,184.37,1.5435,1.2911,0.9535,119.44,47.26,2.43,2.407,1183.6,898.12,377.12
10/15/2015,87.12,0.7329,0.7364,1.1383,183.77,1.5457,1.2865,0.9509,118.89,46.38,2.453,2.426,1187.9,905.25,375.88
